az_angle;elev_angle;sound_file;condition;level;roving;feedback
0;0;pink_noises/noise1.wav;;65;6;true
30;0;pink_noises/noise2.wav;;65;6;true
60;0;pink_noises/noise3.wav;;65;6;true
90;0;pink_noises/noise4.wav;;65;6;true
120;0;pink_noises/noise5.wav;;65;6;true
150;0;pink_noises/noise6.wav;;65;6;true
180;0;pink_noises/noise7.wav;;65;6;true
210;0;pink_noises/noise8.wav;;65;6;true
240;0;pink_noises/noise9.wav;;65;6;true
270;0;pink_noises/noise10.wav;;65;6;true
300;0;pink_noises/noise11.wav;;65;6;true
330;0;pink_noises/noise12.wav;;65;6;true
